state,district,slots,today,Total doses til date
Uttar Pradesh,Kanpur Nagar,90,2838,300100
Uttar Pradesh,Kasganj,1982,343,57756
Uttar Pradesh,Kaushambi,0,398,66311
Uttar Pradesh,Kushinagar,520,1343,161950
Uttar Pradesh,Lakhimpur Kheri,2460,979,136955
Uttar Pradesh,Lalitpur,644,217,62485
Uttar Pradesh,Lucknow,284,3353,409464
Uttar Pradesh,Maharajganj,762,442,121880
Uttar Pradesh,Mahoba,1526,929,85258
Uttar Pradesh,Mainpuri,0,1013,89064
Uttar Pradesh,Mathura,206,1981,162116
Uttar Pradesh,Mau,424,801,88120
Uttar Pradesh,Meerut,29,3819,304744
Uttar Pradesh,Mirzapur,243,1339,139230
Uttar Pradesh,Moradabad,26,1261,140695
Uttar Pradesh,Muzaffarnagar,903,617,150327
Uttar Pradesh,Pilibhit,2149,831,151008
Uttar Pradesh,Raebareli,484,406,113202
Uttar Pradesh,Pratapgarh,3529,821,132693
Uttar Pradesh,Rampur,1043,858,95803
Uttar Pradesh,Saharanpur,69,2984,204510
Uttar Pradesh,Sambhal,926,486,83798
Uttar Pradesh,Sant Kabir Nagar,1044,1391,74137
Uttar Pradesh,Bhadohi,555,919,95035
Uttar Pradesh,Shahjahanpur,1090,1506,148586
Uttar Pradesh,Shamli,799,1214,78905
Uttar Pradesh,Shravasti,660,549,50975
Uttar Pradesh,Siddharthnagar,4921,1820,161899
Uttar Pradesh,Sitapur,1242,1667,190019
Uttar Pradesh,Sonbhadra,308,289,76119
Uttar Pradesh,Sultanpur,66,1715,130695
Uttar Pradesh,Unnao,453,1378,165842
Uttar Pradesh,Varanasi,197,3186,249663
Uttarakhand,Dehradun,127,1996,351167
Uttarakhand,Pauri Garhwal,0,21,138326
Uttarakhand,Chamoli,0,62,88971
Uttarakhand,Rudraprayag,79,104,52391
Uttarakhand,Tehri Garhwal,0,116,106317
Uttarakhand,Haridwar,0,183,222757
Uttarakhand,Uttarkashi,0,0,74064
Uttarakhand,Almora,4,156,121761
Uttarakhand,Udham Singh Nagar,173,222,171105
Uttarakhand,Pithoragarh,0,113,71105
Uttarakhand,Bageshwar,5,179,58860
Uttarakhand,Champawat,0,0,55699
Uttarakhand,Nainital,0,55,165437
West Bengal,Alipurduar District,0,589,134214
West Bengal,Bankura,0,1041,187150
West Bengal,Basirhat HD (North 24 Parganas),0,249,217209
West Bengal,Birbhum,0,180,198435
West Bengal,Bishnupur HD (Bankura),149,628,67498
West Bengal,Cooch Behar,0,0,0
West Bengal,Dakshin Dinajpur,0,239,153295
West Bengal,Darjeeling,0,1288,219317
West Bengal,Diamond Harbor HD (S 24 Parganas),0,2810,263162
West Bengal,East Bardhaman,0,328,417200
West Bengal,Hoogly,0,2693,568395
West Bengal,Howrah,0,2630,410677
West Bengal,Jalpaiguri,0,579,125270
West Bengal,Jhargram,0,752,45036
West Bengal,Kalimpong,0,386,48281
West Bengal,Kolkata,0,7950,1034329
West Bengal,Malda,0,1785,252464
West Bengal,Murshidabad,0,1391,433042
West Bengal,Nadia,0,1011,353257
West Bengal,Nandigram HD (East Medinipore),0,273,238191
West Bengal,North 24 Parganas,0,2616,695137
West Bengal,Paschim Medinipore,0,617,341187
West Bengal,Purba Medinipore,0,596,310586
West Bengal,Purulia,127,2344,177778
West Bengal,Rampurhat HD (Birbhum),36,1914,131470
West Bengal,South 24 Parganas,0,1250,423193
West Bengal,Uttar Dinajpur,0,902,151720
West Bengal,West Bardhaman,0,1184,196410
Assam,Hojai,22,1969,63341
Assam,Biswanath,0,1031,44443
Assam,Charaideo,0,0,29179
Assam,Majuli,0,127,25590
Assam,South Salmara Mankachar,544,79,6306
Assam,West Karbi Anglong,41,68,13012
Gujarat,Ahmedabad Corporation,0,4877,799442
Gujarat,Bhavnagar Corporation,0,218,94187
Gujarat,Gandhinagar Corporation,0,507,52933
Gujarat,Jamnagar Corporation,0,582,89702
Gujarat,Junagadh Corporation,0,217,53383
Gujarat,Rajkot Corporation,0,1156,236792
Gujarat,Surat Corporation,0,2022,611343
Gujarat,Vadodara Corporation,1,1972,337168
Tamil Nadu,Cheyyar,0,297,23516
Tamil Nadu,Aranthangi,39,490,30633
Tamil Nadu,Kovilpatti,126,578,30490
Tamil Nadu,Ranipet,1034,172,38637
West Bengal,COOCHBEHAR,0,119,197119
Assam,Hojai,22,1969,63341
Assam,Biswanath,0,1031,44443
Assam,Charaideo,0,0,29179
Assam,Majuli,0,127,25590
Assam,South Salmara Mankachar,544,79,6306
Assam,West Karbi Anglong,41,68,13012
Gujarat,Ahmedabad Corporation,0,4877,799442
Gujarat,Bhavnagar Corporation,0,218,94187
Gujarat,Gandhinagar Corporation,0,507,52933
Gujarat,Jamnagar Corporation,0,582,89702
Gujarat,Junagadh Corporation,0,217,53383
Gujarat,Rajkot Corporation,0,1156,236792
Gujarat,Surat Corporation,0,2022,611343
Gujarat,Vadodara Corporation,1,1972,337168
Tamil Nadu,Cheyyar,0,297,23516
Tamil Nadu,Aranthangi,39,490,30633
Tamil Nadu,Kovilpatti,126,578,30490
Tamil Nadu,Ranipet,1034,172,38637
