state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage
Madhya Pradesh,Ashoknagar,0,59,73438,77,0,1384,916,17058,1.87,27
Madhya Pradesh,Vidisha,66,208,129034,161,0,1571,1252,26196,2.87,51
Madhya Pradesh,Sehore,622,144,157657,155,0,3466,2255,32365,1.11,40
Madhya Pradesh,Alirajpur,241,29,44704,51,23,1301,845,15236,4.51,60
Madhya Pradesh,Rajgarh,77,449,115209,260,0,2549,1705,30963,3.07,92
Madhya Pradesh,Raisen,0,83,97332,124,0,2735,1760,27062,2.56,72
Madhya Pradesh,Hoshangabad,115,415,111620,350,0,2402,1597,29008,1.17,33
Madhya Pradesh,Harda,10,90,45618,64,0,1280,844,13496,1.46,20
Madhya Pradesh,Betul,139,357,145493,112,0,2726,1751,31330,4.12,127
Maharashtra,Pune,33,11026,1818001,6861,101,17678,8741,377269,3.96,1138
Maharashtra,Akola,0,3991,202216,2588,0,162,98,34442,5.47,227
Maharashtra,Nagpur,472,3454,842565,2894,0,1249,936,166552,14.82,697
Maharashtra,Amravati,0,4885,293999,4092,0,666,601,52877,4.13,229
Maharashtra,Buldhana,0,9844,278189,2766,0,1476,388,48735,3.62,410
Maharashtra,Yavatmal,0,5948,263448,3525,0,663,407,63169,6.34,419
Maharashtra,Washim,0,2232,156422,1394,0,221,181,22481,8.03,197
Maharashtra,Bhandara,3291,796,189448,407,0,124,97,28645,4.35,40
Maharashtra,Kolhapur,0,1708,852368,2875,0,459,813,102388,10.29,223
Maharashtra,Ratnagiri,0,282,142097,2560,0,8,214,59601,13.79,40
Maharashtra,Sangli,0,2343,537720,4905,0,434,575,64252,9.11,253
Maharashtra,Sindhudurg,0,9679,134635,3093,0,309,88,24364,3.02,302
Maharashtra,Solapur,116,3735,352508,5927,0,1145,1243,83041,4.51,220
Maharashtra,Satara,64,1418,553539,3599,0,368,498,73698,7.5,134
Maharashtra,Wardha,1492,1508,195569,959,0,198,141,30085,11.37,194
Maharashtra,Gondia,53,2259,170813,2144,0,348,192,36050,3.57,93
Maharashtra,Gadchiroli,934,1699,87526,1486,0,335,158,34828,6.19,126
Maharashtra,Chandrapur,43,2066,242412,1858,0,342,307,52149,9.63,232
Maharashtra,Osmanabad,0,9058,178720,3448,0,1816,621,37474,2.17,236
Maharashtra,Nanded,93,3265,289530,825,0,493,140,58832,7.77,292
Maharashtra,Latur,0,3402,247746,2582,0,894,641,58742,6.15,264
Maharashtra,Beed,0,5795,239555,4151,0,423,242,44332,4.54,282
Maharashtra,Parbhani,0,973,175751,1855,0,289,260,40489,13.31,168
Maharashtra,Hingoli,0,1158,86857,1030,0,192,167,22562,5.19,70
Maharashtra,Nandurbar,1005,3173,154199,2601,0,849,711,51704,6.41,258
Maharashtra,Dhule,45,4897,198471,2550,0,628,429,46652,4.62,255
Maharashtra,Nashik,0,6201,642278,4583,0,2415,1139,123820,4.34,374
Maharashtra,Jalgaon,71,3508,354106,6754,40,1207,1119,72890,4.52,213
Maharashtra,Ahmednagar,0,7440,440960,5319,0,1025,895,83524,3.96,335
Maharashtra,Thane,46,14222,1060220,7802,0,7562,4478,242554,2.46,536
Maharashtra,Raigad,50,7752,281329,4800,0,3026,1839,75885,6.14,662
Maharashtra,Palghar,409,1080,209341,703,0,1235,695,58150,7.56,175
Maharashtra,Mumbai,1321,20867,1979344,15780,0,32393,15870,473664,2.68,1430
Maharashtra,Jalna,0,6682,197941,2514,0,1450,506,55083,5.26,428
Maharashtra,Aurangabad ,1,5389,370952,3038,0,1528,572,94230,4.38,303
Manipur,Bishnupur,54,168,24099,144,0,12,109,6440,27.78,50
Manipur,Chandel,0,1,5326,3,0,1,56,4407,400.0,8
Manipur,Churachandpur,0,21,19848,88,0,43,197,12399,25.0,16
Manipur,Imphal East,0,192,61462,207,0,174,474,25171,6.56,24
Manipur,Imphal West,0,1105,64211,643,0,769,1008,31776,4.06,76
Manipur,Senapati,0,33,3136,28,0,0,87,3345,51.52,17
Manipur,Tamenglong,0,9,3634,19,0,7,49,2876,87.5,14
Manipur,Thoubal,48,194,28922,167,0,9,289,10813,23.15,47
Manipur,Ukhrul,96,16,4490,20,6,286,136,3968,2.65,8
Manipur,Tengnoupal,0,18,3442,13,0,100,135,3894,10.17,12
Manipur,Kangpokpi,0,27,6263,12,0,213,106,3650,4.17,10
Manipur,Kamjong,0,0,1465,9,0,0,82,2182,0.0,0
Manipur,Jiribam,0,46,2675,61,74,203,82,2942,4.42,11
Manipur,Pherzawl,20,7,2484,12,0,41,79,1442,25.0,12
Manipur,Noney,0,0,2967,2,0,0,45,2589,0.0,0
Manipur,Kakching,0,2,15258,111,3,1183,312,5806,2.95,35
Meghalaya,East Khasi Hills,0,412,69265,269,0,1071,1032,46101,17.33,257
Meghalaya,South West Khasi Hills,0,55,6740,89,0,182,227,5924,9.7,23
Meghalaya,West Jaintia Hills,0,57,18914,57,0,343,273,13771,15.0,60
Meghalaya,Ri-Bhoi,0,41,17846,87,0,370,519,13363,9.49,39
Meghalaya,East Jaintia Hills,0,14,11121,22,0,291,221,8940,8.2,25
Meghalaya,West Khasi Hills,10,101,21229,108,0,538,368,13866,20.5,131
Meghalaya,West Garo Hills,0,56,53797,62,0,470,326,14468,6.46,34
Meghalaya,South Garo Hills,228,20,10206,57,106,109,84,4714,16.28,21
Meghalaya,South West Garo Hills,0,30,19342,62,0,99,115,4620,16.28,21
Meghalaya,North Garo Hills,0,8,11752,10,0,2,88,3068,0.0,0
Meghalaya,East Garo Hills,399,115,10477,60,0,50,105,5734,15.15,25
Mizoram,Aizawl East,0,46,54679,46,0,904,303,18035,2.11,20
Mizoram,Aizawl West,0,5,38610,61,0,1261,285,9726,1.11,14
Mizoram,Mamit,0,27,13545,4,0,1,39,2918,7.14,2
Mizoram,Kolasib,70,72,15101,24,0,233,85,3464,8.2,25
Mizoram,Champhai,0,30,25303,22,0,0,2,3227,0.0,0
Mizoram,Serchhip,0,12,13392,30,0,12,34,3479,25.0,6
Mizoram,Lunglei,0,0,27922,28,0,0,74,5942,0.0,0
Mizoram,Lawngtlai,149,19,10608,3,53,160,49,3983,6.15,11
Mizoram,Siaha,10,20,8762,51,0,0,22,1598,0.0,0
Nagaland,Dimapur,198,70,38693,83,0,314,421,21455,14.58,56
Nagaland,Peren,0,4,4198,12,0,34,135,3750,28.21,11
Nagaland,Wokha,0,31,10291,7,0,0,168,4799,29.03,9
Nagaland,Mokokchung,0,0,19224,18,0,0,162,6010,0.0,0
Nagaland,Longleng,0,0,5430,12,0,0,118,2484,0.0,0
Nagaland,Mon,0,58,16380,20,0,61,239,6503,17.65,21
Nagaland,Tuensang,163,80,7859,42,0,18,121,4850,12.24,12
Nagaland,Kohima,0,0,18882,65,0,0,207,11027,0.0,0
Nagaland,Zunheboto,398,11,7453,8,0,2,66,3046,130.77,17
Nagaland,Phek,0,9,7489,31,0,1,126,5267,0.0,0
Nagaland,Kiphire,0,0,2852,2,0,0,65,2320,0.0,0
Odisha,Angul,5,2539,111671,1181,0,150,52,11713,1.9,51
Odisha,Khurda,1508,10429,467494,2908,0,11450,4764,227598,2.15,471
Odisha,Balasore,0,0,333202,2016,0,0,34,17868,0.0,0
Odisha,Balangir,10,902,125034,674,0,41,27,15321,17.71,167
Odisha,Ganjam,314,2286,514424,1565,0,9538,7420,137491,1.89,223
Odisha,Kandhamal,210,430,87014,247,0,18,11,10775,4.91,22
Odisha,Koraput,0,929,194099,1089,0,5026,2766,40808,1.76,105
Odisha,Sambalpur,0,1039,131351,810,0,4271,8324,97944,2.82,150
Odisha,Sundargarh,0,656,218930,582,718,14818,9467,119270,1.27,196
Odisha,Bhadrak,725,1338,176836,544,0,29,9,9076,4.61,63
Odisha,Kendujhar,24,1665,186796,1032,0,159,78,16215,3.07,56
Odisha,Mayurbhanj,52,545,235056,750,0,62,19,21600,13.67,83
Odisha,Cuttack,0,5305,338792,2457,0,14603,7989,127510,2.37,472
Odisha,Dhenkanal,0,724,130477,955,0,5,3,9551,13.85,101
Odisha,Jagatsinghpur,0,0,131766,308,0,0,2,8327,0.0,0
Odisha,Jajpur,0,1948,186617,778,0,96,78,14435,2.74,56
Odisha,Kendrapara,0,0,170110,1392,0,0,12,8060,0.0,0
Odisha,Nayagarh,0,1289,111124,1190,0,13,9,7284,2.92,38
Odisha,Puri,0,1247,225404,2421,0,4745,3292,38959,1.64,98
Odisha,Kalahandi,0,83,169187,120,0,5516,2170,29061,1.63,91
Odisha,Nuapada,0,157,61816,116,0,35,24,6103,25.0,48
Odisha,Subarnapur,0,65,70095,396,0,0,3,6090,23.08,15
Odisha,Gajapati,0,308,61635,231,0,40,41,8560,9.2,32
Odisha,Boudh,0,191,49325,165,0,19,13,4477,19.05,40
Odisha,Malkangiri,50,62,60845,168,0,39,49,10920,18.81,19
Odisha,Nabarangpur,277,405,110156,262,0,4443,2914,30902,2.72,132
Odisha,Rayagada,72,606,108840,577,0,3,22,12810,16.58,101
Odisha,Bargarh,0,931,164176,951,0,4533,2795,32602,3.22,176
Odisha,Deogarh,0,106,33882,142,0,49,23,5472,3.23,5
Odisha,Jharsuguda,0,633,71356,600,0,3,4,7314,5.35,34
Puducherry,Puducherry,619,472,111788,455,0,2018,1518,50475,6.02,150
Puducherry,Karaikal,238,158,20201,106,0,216,167,4227,9.63,36
Puducherry,Mahe,0,99,12946,65,0,124,109,2485,3.14,7
Puducherry,Yanam,0,32,5487,27,0,94,91,1537,3.17,4
Punjab,Kapurthala,0,78,92920,465,0,55,51,13937,12.78,17
Punjab,Ferozpur,41,338,61615,480,0,243,218,18829,6.71,39
Punjab,Hoshiarpur,0,308,237955,973,0,179,331,46825,6.78,33
Punjab,Mansa,5736,182,38122,151,0,138,81,17780,9.38,30
Punjab,Barnala,1349,211,45712,301,0,124,192,13501,13.43,45
Punjab,Fatehgarh Sahib,100,199,39937,273,0,107,96,11793,7.84,24
Punjab,Amritsar,959,999,226365,1458,5,810,946,56134,7.79,141
Punjab,Pathankot,27,290,128754,380,0,197,338,17129,14.99,73
Punjab,Fazilka,690,284,65652,322,0,78,183,16754,4.97,18
Punjab,Ludhiana,253,658,435650,2319,259,1388,702,105528,3.62,74
Punjab,Gurdaspur,798,565,251642,1162,0,184,386,44838,10.67,80
Punjab,Sri Muktsar Sahib,496,356,64052,472,0,240,292,18215,4.03,24
Punjab,Moga,559,125,70808,269,0,16,61,12075,6.38,9
Punjab,Jalandhar,0,366,349018,1533,0,97,342,51306,7.99,37
Punjab,Bathinda,0,352,84362,545,0,334,473,34772,6.41,44
Punjab,Patiala,43,274,199941,1257,0,134,165,45901,12.75,52
Punjab,Tarn Taran,200,146,83295,337,35,43,100,17702,26.98,51
Punjab,SAS Nagar,46,1689,165521,1200,1,4225,3773,196351,3.99,236
Punjab,Rup Nagar,0,24,55235,380,0,18,38,10148,19.05,8
Punjab,Sangrur,0,139,95338,424,0,70,198,25640,14.83,31
Punjab,Faridkot,0,127,68687,402,0,68,125,16037,23.08,45
Punjab,SBS Nagar,0,468,97831,319,0,79,99,17131,6.03,33
Rajasthan,Bikaner,0,922,404184,1331,0,4746,2802,118938,3.92,222
Rajasthan,Jodhpur,0,2772,566325,2536,0,10955,3682,144493,3.08,423
Rajasthan,Kota,0,705,352889,720,0,6160,3443,135581,3.28,225
Rajasthan,Udaipur,1847,1446,413190,1011,0,1437,2073,123708,8.57,247
Rajasthan,Jaipur I,0,4891,708766,2224,0,4157,4269,206175,3.67,332
Rajasthan,Jaipur II,0,2599,425452,1130,0,1633,3567,124542,4.44,188
Rajasthan,Ajmer,0,2502,479084,1524,0,7492,3233,114397,2.96,296
Rajasthan,Bharatpur,0,1869,361419,1291,0,1169,1806,90612,4.67,142
Rajasthan,Sri Ganganagar,0,3487,324639,1343,0,446,997,56613,8.57,337
Rajasthan,Jhunjhunu,3,1821,418611,1542,0,113,987,58603,2.38,46
Rajasthan,Dausa,36,736,195872,1220,0,6792,1753,43466,2.55,192
Rajasthan,Alwar,153,4369,673772,2107,0,6919,3571,162419,4.71,532
Rajasthan,Sikar,0,2560,434214,2931,0,568,1945,115022,2.62,82
Rajasthan,Bundi,0,126,242844,178,0,3571,1251,37400,2.79,103
Rajasthan,Jhalawar,0,417,205879,194,0,1213,1089,41837,5.52,90
Rajasthan,Baran,0,276,194290,391,0,52,925,34863,15.85,52
Rajasthan,Hanumangarh,0,1598,253456,2222,0,203,954,49974,5.5,99
Rajasthan,Rajsamand,0,573,194108,482,0,271,1230,32162,9.0,76
Rajasthan,Banswara,0,1636,273259,791,0,296,1446,42622,4.04,78
Rajasthan,Dungarpur,0,128,174564,173,0,784,808,30222,3.07,28
Rajasthan,Chittorgarh,179,284,278629,350,0,795,1253,40463,7.51,81
Rajasthan,Pratapgarh,189,528,92691,437,0,125,1712,44355,19.45,127
Rajasthan,Bhilwara,0,1574,371422,1081,0,140,1989,91182,10.85,186
Rajasthan,Dholpur,0,281,193533,186,0,5,1162,48209,36.36,104
Rajasthan,Karauli,502,457,229783,326,0,29,1017,28723,13.17,64
Rajasthan,Tonk,0,2545,190710,1369,0,1308,1127,33837,4.07,157
Rajasthan,Jaisalmer,507,304,85561,298,0,805,872,30040,5.5,61
Rajasthan,Barmer,0,1928,409430,1119,0,617,1164,56771,8.06,205
Rajasthan,Pali,66,1513,324034,1127,0,158,1084,78749,14.9,249
Rajasthan,Churu,0,1171,288354,1949,0,1067,899,49539,1.88,42
Rajasthan,Sirohi,0,278,156335,261,0,162,844,30120,15.91,70
Rajasthan,Nagaur,339,2986,680245,1450,0,637,960,75629,4.89,177
Rajasthan,Jalore,0,621,232589,733,0,74,1172,33084,17.99,125
Rajasthan,Sawai Madhopur,0,435,184757,458,1,2286,1534,45519,5.84,159
Sikkim,East Sikkim,0,8,70342,42,0,14,744,22053,36.36,8
Sikkim,West Sikkim,0,0,31235,32,0,0,14,3965,0.0,0
Sikkim,North Sikkim,89,8,8569,1,0,2,0,2275,0.0,0
Sikkim,South Sikkim,0,29,37447,20,0,52,18,3281,11.11,9
Tamil Nadu,Coimbatore,0,5869,325822,3108,0,4212,8012,116700,3.07,309
Tamil Nadu,Madurai,0,2452,179439,1646,469,11614,4783,70952,2.09,294
Tamil Nadu,Thanjavur,0,267,104984,803,0,2928,2377,40552,3.6,115
Tamil Nadu,Viluppuram,231,327,89640,499,0,1986,1315,28701,8.52,197
Tamil Nadu,Vellore,717,2161,107307,476,0,3487,1932,53097,3.93,222
Tamil Nadu,Kanyakumari,0,408,87409,866,0,1661,4565,53157,2.46,51
Tamil Nadu,Salem,410,1818,141832,448,0,5974,4911,69129,2.67,208
Tamil Nadu,Pudukkottai,1879,425,47057,556,0,1164,1095,14564,5.1,81
Tamil Nadu,Cuddalore,348,649,117181,651,0,2522,1163,26957,3.44,109
Tamil Nadu,Tirunelveli,47,1412,56460,690,0,4973,2516,33797,3.37,215
Tamil Nadu,Virudhunagar,0,572,67946,381,0,1727,1152,22187,3.96,91
Tamil Nadu,Tirupattur,0,715,56750,462,0,3759,1781,24184,3.71,166
Tamil Nadu,Tenkasi,1628,378,44963,285,0,4772,2208,27907,1.75,90
Tamil Nadu,Kallakurichi,160,570,44129,427,0,2367,1845,22671,6.91,203
Tamil Nadu,Tiruvannamalai,0,461,42550,292,0,995,1209,19128,11.26,164
Tamil Nadu,Thoothukudi (Tuticorin),0,893,37874,651,0,3519,1687,21135,3.35,148
Tamil Nadu,Ariyalur,492,257,35270,407,0,885,867,18521,3.33,38
Tamil Nadu,Dindigul,450,959,59989,383,0,4653,1967,26643,1.75,98
Tamil Nadu,Kanchipuram,329,191,49772,230,0,2927,1813,27374,5.52,172
Tamil Nadu,Namakkal,152,2572,118784,752,0,4075,3791,47750,2.3,153
Tamil Nadu,Karur,0,217,51416,587,0,1056,2625,29453,5.26,67
Tamil Nadu,Tiruchirappalli,0,2105,175425,1604,0,10577,5060,68518,2.27,288
Tamil Nadu,Sivaganga,1311,444,50846,458,0,1354,1402,25650,7.34,132
Tamil Nadu,Krishnagiri,0,1670,113956,868,0,8365,3395,44279,2.14,215
Tamil Nadu,Erode,0,863,116607,797,0,4128,4991,54202,3.59,179
Tamil Nadu,Palani,0,168,47418,415,0,1823,1684,24206,0.95,19
Tamil Nadu,Chengalpet,0,1867,198381,957,0,9408,4504,68938,1.37,155
Tamil Nadu,Dharmapuri,0,1003,68750,761,0,4467,2513,36379,5.48,300
Tamil Nadu,Ramanathapuram,712,224,25598,235,692,1049,494,10209,2.12,27
Tamil Nadu,Tiruppur,24,1976,115028,1239,0,12000,6564,65063,1.39,194
Tamil Nadu,Theni,460,1035,46157,447,0,2885,976,17213,2.04,80
Tamil Nadu,Perambalur,1337,552,29171,356,0,1285,940,12750,6.15,113
Tamil Nadu,Chennai,152,5400,1032113,5187,174,22337,17863,387770,2.64,733
Tamil Nadu,Tiruvallur,0,834,93705,549,28,6118,3102,49987,2.66,185
Tamil Nadu,Paramakudi,0,122,36987,266,0,1788,1109,12746,3.14,60
Tamil Nadu,Tiruvarur,1931,306,34819,367,0,2721,1908,20833,1.75,53
Tamil Nadu,Poonamallee,148,662,48244,542,0,1542,1491,19741,4.36,96
Tamil Nadu,Nagapattinam,224,386,46612,514,0,4790,2826,29498,1.24,64
Tamil Nadu,Nilgiris,4299,713,113760,652,0,366,1375,25667,11.21,121
Tamil Nadu,Attur,1826,380,114476,587,0,789,1809,29179,14.63,171
Tamil Nadu,Sivakasi,318,201,82879,579,0,1218,2107,26397,3.59,51
Telangana,Hyderabad,427,5532,572459,1609,0,15948,3454,130864,2.19,470
Telangana,Adilabad,0,419,43902,33,0,459,52,6921,11.62,102
Telangana,Bhadradri Kothagudem,0,655,103529,309,0,1432,203,14847,10.26,213
Telangana,Jagtial,0,873,117213,55,0,1029,144,7962,7.26,138
Telangana,Jangaon,0,428,52284,34,0,680,96,4213,10.11,112
Telangana,Jayashankar Bhupalpally,0,681,70715,151,0,553,126,4927,2.92,36
Telangana,Jogulamba Gadwal,0,88,46266,8,0,340,44,4367,2.8,12
Telangana,Kamareddy,0,451,133844,60,0,835,115,10349,11.98,154
Telangana,Karimnagar,0,681,179150,178,0,2048,314,15563,7.37,201
Telangana,Khammam,0,1405,104952,194,0,2586,359,16675,3.23,129
Telangana,Kumuram Bheem,0,404,37560,18,0,382,48,4785,10.69,84
Telangana,Mahabubabad,0,549,85689,57,0,584,86,6356,5.03,57
Telangana,Mahabubnagar,0,454,84995,86,0,819,127,9865,8.41,107
Telangana,Mancherial,25,217,74142,14,0,546,76,8704,3.54,27
Telangana,Medak,0,677,98690,246,0,743,109,6853,6.34,90
Telangana,Medchal,2,3636,343383,667,0,9130,1510,49704,2.38,304
Telangana,Nagarkurnool,0,199,87067,18,0,416,59,5550,4.07,25
Telangana,Nalgonda,0,519,104900,104,0,1805,253,16073,4.13,96
Telangana,Nirmal,0,445,118100,141,0,644,93,6519,12.95,141
Telangana,Nizamabad,0,519,135140,58,0,1498,216,18237,5.6,113
Telangana,Peddapalli,0,520,93835,39,0,1039,149,7637,7.12,111
Telangana,Rajanna Sircilla,0,126,99952,91,0,547,72,5981,4.01,27
Telangana,Rangareddy,17,3043,301766,981,28,6834,1243,60684,2.06,203
Telangana,Sangareddy,0,1268,118631,150,0,2037,285,16767,4.69,155
Telangana,Siddipet,0,1638,188233,163,0,1190,165,13939,8.2,232
Telangana,Suryapet,0,928,114856,260,0,1253,188,10820,5.0,109
Telangana,Vikarabad,0,116,53807,28,0,680,97,8265,10.55,84
Telangana,Wanaparthy,0,120,46341,25,0,581,83,4612,11.27,79
Telangana,Warangal(Rural),0,402,48921,58,0,1025,149,5257,3.01,43
Telangana,Warangal(Urban),0,1548,149179,209,0,2102,391,26815,6.58,240
Telangana,Yadadri Bhuvanagiri,0,3135,157313,409,0,923,118,9370,3.75,152
Telangana,Mulugu,0,696,51492,332,0,182,21,3725,7.06,62
Telangana,Narayanpet,0,119,28142,35,0,310,45,3718,4.9,21
Tripura,Dhalai,0,336,81582,454,0,8,10,11512,22.09,76
Tripura,Gomati,0,22,85681,381,0,13,106,10018,42.86,15
Tripura,Khowai,0,21,64936,146,0,14,16,6770,71.43,25
Tripura,North Tripura,0,24,102870,37,0,6,7,8321,133.33,40
Tripura,Sepahijala,292,45,113348,109,0,7,61,10927,34.62,18
Tripura,South Tripura,0,0,126488,1305,0,0,135,12651,0.0,0
Tripura,Unakoti,0,144,60425,190,0,22,34,5437,14.46,24
Tripura,West Tripura,80,1984,277313,1381,0,114,1129,87777,4.39,92
Uttar Pradesh,Agra,257,2627,243813,1684,194,10687,7679,135315,2.97,396
Uttar Pradesh,Aligarh,50,1812,170692,1456,5,6757,5117,97880,2.81,241
Uttar Pradesh,Prayagraj,979,1845,277271,1605,0,8489,7518,175627,2.38,246
Uttar Pradesh,Ambedkar Nagar,656,242,95963,483,0,24,51,14700,9.02,24
Uttar Pradesh,Amethi,1622,2224,119403,1277,0,12,49,10494,1.52,34
Uttar Pradesh,Amroha,548,1722,82498,925,0,17,114,10411,1.78,31
Uttar Pradesh,Auraiya,149,882,63438,601,0,4,2,6298,3.84,34
Uttar Pradesh,Azamgarh,3309,1790,174992,1174,0,5265,4946,80103,4.32,305
Uttar Pradesh,Badaun,3277,2140,170534,976,0,12,12,15284,4.55,98
Uttar Pradesh,Baghpat,649,5763,133642,2183,0,27,8,8785,0.86,50
Uttar Pradesh,Bahraich,4183,2972,215810,2274,0,65,33,19852,2.4,73
Uttar Pradesh,Balarampur,2533,1572,171681,1299,0,27,13,12199,3.19,51
Uttar Pradesh,Ballia,1394,831,144069,665,0,8,12,14388,2.66,21
Uttar Pradesh,Banda,1237,438,82324,257,265,1594,1313,26006,3.35,68
Uttar Pradesh,Barabanki,53,4604,159145,3813,0,266,203,20582,1.23,60
Uttar Pradesh,Bareilly,863,2392,243584,1472,200,8849,6918,151125,3.82,429
Uttar Pradesh,Basti,922,230,146427,649,7,2066,2099,47276,6.27,144
Uttar Pradesh,Bijnour,1424,6841,183439,2300,0,40,8,18272,1.9,129
Uttar Pradesh,Bulandshahr,717,6682,208635,3656,0,167,118,23468,1.47,101
Uttar Pradesh,Chandauli,2061,610,93143,454,0,20,30,12325,3.17,20
Uttar Pradesh,Chitrakoot,607,163,45423,218,0,1,3,4746,3.66,6
Uttar Pradesh,Deoria,3539,1059,161384,907,0,24,35,14548,5.26,57
Uttar Pradesh,Etah,736,1222,72722,675,0,16,21,9092,0.97,12
Uttar Pradesh,Etawah,352,750,81952,341,0,30,20,12963,2.56,20
Uttar Pradesh,Ayodhya,168,610,101719,590,0,3584,3052,64125,4.2,176
Uttar Pradesh,Farrukhabad,5335,483,85908,202,0,35,19,9676,8.11,42
Uttar Pradesh,Fatehpur,1096,1181,123431,868,0,39,17,12684,4.92,60
Uttar Pradesh,Firozabad,675,795,120963,647,64,2675,2253,54501,4.03,140
Uttar Pradesh,Gautam Buddha Nagar,1230,2937,292292,1601,0,15923,11570,180584,1.91,360
Uttar Pradesh,Ghaziabad,296,3710,314201,2599,4,13624,9364,146687,2.0,346
Uttar Pradesh,Ghazipur,13570,2662,147086,1839,0,39,40,16319,3.67,99
Uttar Pradesh,Gonda,1402,3602,182167,3107,1,2419,2988,57088,2.64,159
Uttar Pradesh,Gorakhpur,718,1787,269360,2077,0,6102,6583,142564,3.18,251
Uttar Pradesh,Hamirpur,259,731,79461,261,0,31,7,5818,2.36,18
Uttar Pradesh,Hapur,358,2880,88869,1324,0,14,12,9770,10.23,296
Uttar Pradesh,Hardoi,7389,666,138050,536,0,114,61,17688,6.41,50
Uttar Pradesh,Hathras,3271,1516,104136,1025,0,6,3,6870,5.78,88
Uttar Pradesh,Jalaun,1699,2221,102268,1387,0,38,12,8697,1.37,31
Uttar Pradesh,Jaunpur,650,1764,236058,1400,0,18,11,17865,9.99,178
Uttar Pradesh,Jhansi,801,813,105116,697,0,4439,3641,67938,2.63,138
Uttar Pradesh,Kannauj,3933,363,56623,286,0,15,11,8872,3.17,12
Uttar Pradesh,Kanpur Dehat,728,1626,94735,993,0,59,58,8869,3.86,65
Uttar Pradesh,Kanpur Nagar,109,2924,313065,2219,0,9656,7649,153492,2.46,310
Uttar Pradesh,Kasganj,1630,695,59758,319,0,61,29,7660,7.14,54
Uttar Pradesh,Kaushambi,18,539,68908,427,0,39,4,7375,3.81,22
Uttar Pradesh,Kushinagar,780,836,171116,1475,0,21,64,16228,9.68,83
Uttar Pradesh,Lakhimpur Kheri,2578,2466,145960,1415,0,70,104,20360,2.92,74
Uttar Pradesh,Lalitpur,3497,263,63303,141,0,4,2,5897,4.87,13
Uttar Pradesh,Lucknow,1448,3230,427451,3007,99,14133,11272,263998,2.75,477
Uttar Pradesh,Maharajganj,1158,408,125403,548,0,22,14,16374,9.3,40
Uttar Pradesh,Mahoba,2857,555,88533,594,0,1,2,3921,7.91,44
Uttar Pradesh,Mainpuri,85,681,92179,579,0,10,3,10175,7.09,49
Uttar Pradesh,Mathura,810,3043,176963,2357,0,4577,3772,73669,3.81,290
Uttar Pradesh,Mau,1866,550,91865,629,0,44,108,15124,2.69,16
Uttar Pradesh,Meerut,162,5826,326835,3643,0,6289,5345,129229,1.86,225
Uttar Pradesh,Mirzapur,132,2048,146082,1168,0,3217,2985,51449,4.27,225
Uttar Pradesh,Moradabad,141,1902,148346,1245,0,5701,4732,93862,3.12,237
Uttar Pradesh,Muzaffarnagar,2366,6235,166185,2338,0,236,24,14345,1.36,88
Uttar Pradesh,Pilibhit,1880,1674,155894,804,0,7,6,11528,2.32,39
Uttar Pradesh,Raebareli,364,1038,115130,331,0,202,41,15365,3.23,40
Uttar Pradesh,Pratapgarh,2907,1812,140239,1177,0,23,16,12632,16.08,295
Uttar Pradesh,Rampur,461,707,97939,395,0,16,5,10804,5.12,37
Uttar Pradesh,Saharanpur,143,3645,215173,1950,0,6232,5197,95792,2.06,203
Uttar Pradesh,Sambhal,828,982,85878,348,0,91,41,8031,8.11,87
Uttar Pradesh,Sant Kabir Nagar,953,476,78359,797,0,13,5,8952,0.2,1
Uttar Pradesh,Bhadohi,1257,1075,100887,959,0,14,8,7408,6.52,71
Uttar Pradesh,Shahjahanpur,610,2100,157404,1476,137,3004,2630,63606,1.49,76
Uttar Pradesh,Shamli,657,1966,83841,859,0,6,4,7716,0.91,18
Uttar Pradesh,Shravasti,2759,1156,56196,826,0,22,9,6279,6.11,72
Uttar Pradesh,Siddharthnagar,9917,872,169956,1393,0,12,4,14590,13.12,116
Uttar Pradesh,Sitapur,1085,1765,196426,1150,0,51,24,22083,7.93,144
Uttar Pradesh,Sonbhadra,344,456,77624,245,0,46,35,12268,5.58,28
Uttar Pradesh,Sultanpur,231,1077,136371,1045,0,13,22,14430,9.17,100
Uttar Pradesh,Unnao,548,860,170299,830,0,18,6,14256,11.62,102
Uttar Pradesh,Varanasi,620,2773,262748,2282,0,9046,5993,140415,3.56,421
Uttarakhand,Dehradun,360,1527,361006,1686,0,1557,1835,86631,5.38,166
Uttarakhand,Pauri Garhwal,0,264,140402,301,0,1112,644,26158,1.74,24
Uttarakhand,Chamoli,0,412,90910,285,0,864,548,21954,5.8,74
Uttarakhand,Rudraprayag,0,184,53098,116,0,28,558,19747,8.49,18
Uttarakhand,Tehri Garhwal,0,590,109267,438,19,735,518,23249,7.92,105
Uttarakhand,Haridwar,287,1658,232500,1418,0,928,1061,76952,14.59,368
Uttarakhand,Uttarkashi,9,191,74410,49,0,71,406,21592,18.32,48
Uttarakhand,Almora,185,362,124134,361,0,809,568,25544,11.87,139
Uttarakhand,Udham Singh Nagar,4157,935,174535,527,0,620,1581,56255,10.61,165
Uttarakhand,Pithoragarh,943,429,73920,418,0,42,138,24278,12.53,59
